brief_id,category,title,priority,current_status,target_cue_ids_or_content,edited_duration_seconds,approved_variants,planned_deliverable_files,loop,generation_model,sound_brief,integration_requirement,source_refs,generation_status
replace_audio_placeholder_route_open,presentation,Overworld Route Open,P0,nonfinal_existing,audio_placeholder_route_open,0.42,1,1,no,Small-SFX,"wooden gate latch releasing, short airy opening gesture. Isolated recording, no speech, no music, minimal room tail.",Existing cue/path; preserve onset and current event timing. Record longer source then trim. Any longer tail requires lifetime/timing/validator review; variant selection is not currently wired.,content/presentation_sfx_manifest.json; content/animation_event_cues.json,not_started
replace_audio_placeholder_save_confirm,presentation,System Save Confirmed,P0,nonfinal_existing,audio_placeholder_save_confirm,0.32,1,1,no,Small-SFX,"small book seal closing with a warm confirmation accent. Isolated recording, no speech, no music, minimal room tail.",Existing cue/path; preserve onset and current event timing. Record longer source then trim. Any longer tail requires lifetime/timing/validator review; variant selection is not currently wired.,content/presentation_sfx_manifest.json; content/animation_event_cues.json,not_started
replace_audio_placeholder_spell_school_soft,presentation,Overworld Field Spell Cast,P0,nonfinal_existing,audio_placeholder_spell_school_soft,0.48,1,1,no,Small-SFX,"quiet field-magic breath and resolving chime, neutral school fallback. Isolated recording, no speech, no music, minimal room tail.",Existing cue/path; preserve onset and current event timing. Record longer source then trim. Any longer tail requires lifetime/timing/validator review; variant selection is not currently wired.,content/presentation_sfx_manifest.json; content/animation_event_cues.json,not_started
replace_audio_placeholder_town_build,presentation,Town Construction Complete,P0,nonfinal_existing,audio_placeholder_town_build,0.42,1,1,no,Small-SFX,"hammer strike, fitting timber and masonry settle, concise completion gesture. Isolated recording, no speech, no music, minimal room tail.",Existing cue/path; preserve onset and current event timing. Record longer source then trim. Any longer tail requires lifetime/timing/validator review; variant selection is not currently wired.,content/presentation_sfx_manifest.json; content/animation_event_cues.json,not_started
replace_audio_placeholder_town_capture,presentation,Overworld Town Captured,P0,nonfinal_existing,audio_placeholder_town_capture,0.46,1,1,no,Small-SFX,"heavier banner unfurl with a short low horn of control. Isolated recording, no speech, no music, minimal room tail.",Existing cue/path; preserve onset and current event timing. Record longer source then trim. Any longer tail requires lifetime/timing/validator review; variant selection is not currently wired.,content/presentation_sfx_manifest.json; content/animation_event_cues.json,not_started
replace_audio_placeholder_town_hero_hire,presentation,Town Hero Hired,P0,nonfinal_existing,audio_placeholder_town_hero_hire,0.42,1,1,no,Small-SFX,"travel kit clasp, firm footfall and a short welcoming accent. Isolated recording, no speech, no music, minimal room tail.",Existing cue/path; preserve onset and current event timing. Record longer source then trim. Any longer tail requires lifetime/timing/validator review; variant selection is not currently wired.,content/presentation_sfx_manifest.json; content/animation_event_cues.json,not_started
replace_audio_placeholder_town_market_exchange,presentation,Town Market Exchange Completed,P0,nonfinal_existing,audio_placeholder_town_market_exchange,0.36,1,1,no,Small-SFX,"coins changing hands, scale pan tap and soft purse closure. Isolated recording, no speech, no music, minimal room tail.",Existing cue/path; preserve onset and current event timing. Record longer source then trim. Any longer tail requires lifetime/timing/validator review; variant selection is not currently wired.,content/presentation_sfx_manifest.json; content/animation_event_cues.json,not_started
replace_audio_placeholder_town_route_response,presentation,Town Route Response Dispatched,P0,nonfinal_existing,audio_placeholder_town_route_response,0.38,1,1,no,Small-SFX,"dispatch scroll snap and purposeful equipment departure. Isolated recording, no speech, no music, minimal room tail.",Existing cue/path; preserve onset and current event timing. Record longer source then trim. Any longer tail requires lifetime/timing/validator review; variant selection is not currently wired.,content/presentation_sfx_manifest.json; content/animation_event_cues.json,not_started
replace_audio_placeholder_town_specialty_rank,presentation,Town Specialty Rank Gained,P0,nonfinal_existing,audio_placeholder_town_specialty_rank,0.4,1,1,no,Small-SFX,"small ceremonial stamp and restrained ascending achievement motif. Isolated recording, no speech, no music, minimal room tail.",Existing cue/path; preserve onset and current event timing. Record longer source then trim. Any longer tail requires lifetime/timing/validator review; variant selection is not currently wired.,content/presentation_sfx_manifest.json; content/animation_event_cues.json,not_started
replace_audio_placeholder_town_spell_study,presentation,Town Spell Studied,P0,nonfinal_existing,audio_placeholder_town_spell_study,0.4,1,1,no,Small-SFX,"page turn and focused small arcane resonance. Isolated recording, no speech, no music, minimal room tail.",Existing cue/path; preserve onset and current event timing. Record longer source then trim. Any longer tail requires lifetime/timing/validator review; variant selection is not currently wired.,content/presentation_sfx_manifest.json; content/animation_event_cues.json,not_started
replace_audio_placeholder_town_unit_transfer,presentation,Town Army Redeployed,P0,nonfinal_existing,audio_placeholder_town_unit_transfer,0.38,1,1,no,Small-SFX,"equipment bundle lifted and boots shifting formation. Isolated recording, no speech, no music, minimal room tail.",Existing cue/path; preserve onset and current event timing. Record longer source then trim. Any longer tail requires lifetime/timing/validator review; variant selection is not currently wired.,content/presentation_sfx_manifest.json; content/animation_event_cues.json,not_started
replace_ui_adjust,ui,Slider Adjust,P0,nonfinal_existing,ui_adjust,0.06,1,1,no,Small-SFX,"very quiet single wooden ratchet tick, comfortable under repeated slider use. Isolated recording, no speech, no music, minimal room tail.",Existing cue/path; preserve onset and current event timing. Record longer source then trim. Any longer tail requires lifetime/timing/validator review; variant selection is not currently wired.,content/ui_sfx_manifest.json; content/animation_event_cues.json,not_started
replace_ui_click,ui,Button Click,P0,nonfinal_existing,ui_click,0.07,1,1,no,Small-SFX,"tiny tactile brass latch, dry and soft, no bell tail. Isolated recording, no speech, no music, minimal room tail.",Existing cue/path; preserve onset and current event timing. Record longer source then trim. Any longer tail requires lifetime/timing/validator review; variant selection is not currently wired.,content/ui_sfx_manifest.json; content/animation_event_cues.json,not_started
replace_ui_confirm,ui,Confirm Action,P0,nonfinal_existing,ui_confirm;audio_placeholder_ui_confirm,0.12,1,1,no,Small-SFX,"restrained seal stamp with one warm affirmative resonance. Isolated recording, no speech, no music, minimal room tail.",Existing cue/path; preserve onset and current event timing. Record longer source then trim. Any longer tail requires lifetime/timing/validator review; variant selection is not currently wired.,content/ui_sfx_manifest.json; content/animation_event_cues.json,not_started
replace_ui_invalid,ui,Invalid Action,P0,nonfinal_existing,ui_invalid,0.15,1,1,no,Small-SFX,"soft low wooden double knock, clearly distinct from success without startling. Isolated recording, no speech, no music, minimal room tail.",Existing cue/path; preserve onset and current event timing. Record longer source then trim. Any longer tail requires lifetime/timing/validator review; variant selection is not currently wired.,content/ui_sfx_manifest.json; content/animation_event_cues.json,not_started
replace_ui_select,ui,List Select,P0,nonfinal_existing,ui_select,0.08,1,1,no,Small-SFX,"small muted glass pluck, precise and unobtrusive. Isolated recording, no speech, no music, minimal room tail.",Existing cue/path; preserve onset and current event timing. Record longer source then trim. Any longer tail requires lifetime/timing/validator review; variant selection is not currently wired.,content/ui_sfx_manifest.json; content/animation_event_cues.json,not_started
replace_ui_tab,ui,Tab Change,P0,nonfinal_existing,ui_tab,0.09,1,1,no,Small-SFX,"short parchment page flick with a light cloth edge. Isolated recording, no speech, no music, minimal room tail.",Existing cue/path; preserve onset and current event timing. Record longer source then trim. Any longer tail requires lifetime/timing/validator review; variant selection is not currently wired.,content/ui_sfx_manifest.json; content/animation_event_cues.json,not_started
impact_cloth,impacts,Cloth impact bank,P1,shared_generic_only,cloth,0.1-0.6,4,4,no,Small-SFX,"Four clearly different short weapon impacts on cloth and soft equipment. No weapon release, speech or music; compact and readable.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior.",content/units.json; scenes/battle/BattleBoardView.gd,not_started
impact_machine,impacts,Machine impact bank,P1,shared_generic_only,machine,0.1-0.6,4,4,no,Small-SFX,"Four clearly different short weapon impacts on mechanical shell and loose rivets. No weapon release, speech or music; compact and readable.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior.",content/units.json; scenes/battle/BattleBoardView.gd,not_started
impact_metal,impacts,Metal impact bank,P1,shared_generic_only,metal,0.1-0.6,4,4,no,Small-SFX,"Four clearly different short weapon impacts on metal armor or shield. No weapon release, speech or music; compact and readable.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior.",content/units.json; scenes/battle/BattleBoardView.gd,not_started
impact_stone,impacts,Stone impact bank,P1,shared_generic_only,stone,0.1-0.6,4,4,no,Small-SFX,"Four clearly different short weapon impacts on stone or crystal body. No weapon release, speech or music; compact and readable.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior.",content/units.json; scenes/battle/BattleBoardView.gd,not_started
impact_wet,impacts,Wet impact bank,P1,shared_generic_only,wet,0.1-0.6,4,4,no,Small-SFX,"Four clearly different short weapon impacts on wet hide or marsh creature. No weapon release, speech or music; compact and readable.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior.",content/units.json; scenes/battle/BattleBoardView.gd,not_started
impact_wood,impacts,Wood impact bank,P1,shared_generic_only,wood,0.1-0.6,4,4,no,Small-SFX,"Four clearly different short weapon impacts on wooden shield or living bark. No weapon release, speech or music; compact and readable.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior.",content/units.json; scenes/battle/BattleBoardView.gd,not_started
magic_beacon_cast,magic,Beacon / cast,P1,shared_or_specific_fallback_only,spell_waystride;spell_quickmarch_hymn;spell_trailglyph;spell_beacon_path;spell_bulwark_litany;spell_lantern_phalanx;spell_beacon_roadward_signal_07;spell_beacon_bell_ward_09;spell_beacon_column_charge_11;spell_beacon_writ_lance_13;spell_beacon_waymark_road_15;spell_beacon_lantern_oath_17;spell_beacon_crown_signal_19;spell_beacon_dawn_ward_21;spell_beacon_roadward_charge_23;spell_beacon_bell_lance_25;spell_beacon_lockfire_muster,0.4-2.0,2,2,no,Small-SFX,"warm civic fire, bright waymarks and controlled horn-like resonance. Two short cast gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_beacon_cleanse,magic,Beacon / cleanse,P1,shared_or_specific_fallback_only,spell_beacon_lantern_oath_17,0.4-2.0,2,2,no,Small-SFX,"warm civic fire, bright waymarks and controlled horn-like resonance. Two short cleanse gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_beacon_empower,magic,Beacon / empower,P1,shared_or_specific_fallback_only,spell_lantern_phalanx;spell_beacon_column_charge_11;spell_beacon_roadward_charge_23;spell_beacon_lockfire_muster,0.4-2.0,2,2,no,Small-SFX,"warm civic fire, bright waymarks and controlled horn-like resonance. Two short empower gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_beacon_expire,magic,Beacon / expire,P1,shared_or_specific_fallback_only,spell_waystride;spell_quickmarch_hymn;spell_trailglyph;spell_beacon_path;spell_bulwark_litany;spell_lantern_phalanx;spell_beacon_roadward_signal_07;spell_beacon_bell_ward_09;spell_beacon_column_charge_11;spell_beacon_writ_lance_13;spell_beacon_waymark_road_15;spell_beacon_lantern_oath_17;spell_beacon_crown_signal_19;spell_beacon_dawn_ward_21;spell_beacon_roadward_charge_23;spell_beacon_bell_lance_25;spell_beacon_lockfire_muster,0.4-2.0,2,2,no,Small-SFX,"warm civic fire, bright waymarks and controlled horn-like resonance. Two short expire gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_beacon_field_march,magic,Beacon / field_march,P1,shared_or_specific_fallback_only,spell_waystride;spell_trailglyph;spell_beacon_path;spell_beacon_waymark_road_15,0.4-2.0,2,2,no,Small-SFX,"warm civic fire, bright waymarks and controlled horn-like resonance. Two short field march gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_beacon_haste,magic,Beacon / haste,P1,shared_or_specific_fallback_only,spell_quickmarch_hymn;spell_beacon_roadward_signal_07;spell_beacon_crown_signal_19,0.4-2.0,2,2,no,Small-SFX,"warm civic fire, bright waymarks and controlled horn-like resonance. Two short haste gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_beacon_impact,magic,Beacon / impact,P1,shared_or_specific_fallback_only,spell_beacon_writ_lance_13;spell_beacon_bell_lance_25,0.4-2.0,2,2,no,Small-SFX,"warm civic fire, bright waymarks and controlled horn-like resonance. Two short impact gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_beacon_ward,magic,Beacon / ward,P1,shared_or_specific_fallback_only,spell_bulwark_litany;spell_beacon_bell_ward_09;spell_beacon_dawn_ward_21,0.4-2.0,2,2,no,Small-SFX,"warm civic fire, bright waymarks and controlled horn-like resonance. Two short ward gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_furnace_bind,magic,Furnace / bind,P1,shared_or_specific_fallback_only,spell_furnace_slag_clamp_15;spell_furnace_foundry_clamp_27,0.4-2.0,2,2,no,Small-SFX,"ignition, dry embers, hot iron, pressure and quenched metal. Two short bind gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_furnace_cast,magic,Furnace / cast,P1,shared_or_specific_fallback_only,spell_cinder_burst;spell_stone_veil;spell_heat_rite;spell_pressure_clause;spell_furnace_rivet_clause_05;spell_furnace_brass_rite_07;spell_furnace_ash_mantle_09;spell_furnace_foundry_bellows_11;spell_furnace_hammer_rail_13;spell_furnace_slag_clamp_15;spell_furnace_coal_clause_17;spell_furnace_kiln_rite_19;spell_furnace_rivet_mantle_21;spell_furnace_brass_bellows_23;spell_furnace_ash_rail_25;spell_furnace_foundry_clamp_27;spell_furnace_redline_overdrive,0.4-2.0,2,2,no,Small-SFX,"ignition, dry embers, hot iron, pressure and quenched metal. Two short cast gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_furnace_empower,magic,Furnace / empower,P1,shared_or_specific_fallback_only,spell_heat_rite;spell_furnace_brass_rite_07;spell_furnace_kiln_rite_19;spell_furnace_redline_overdrive,0.4-2.0,2,2,no,Small-SFX,"ignition, dry embers, hot iron, pressure and quenched metal. Two short empower gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_furnace_expire,magic,Furnace / expire,P1,shared_or_specific_fallback_only,spell_cinder_burst;spell_stone_veil;spell_heat_rite;spell_pressure_clause;spell_furnace_rivet_clause_05;spell_furnace_brass_rite_07;spell_furnace_ash_mantle_09;spell_furnace_foundry_bellows_11;spell_furnace_hammer_rail_13;spell_furnace_slag_clamp_15;spell_furnace_coal_clause_17;spell_furnace_kiln_rite_19;spell_furnace_rivet_mantle_21;spell_furnace_brass_bellows_23;spell_furnace_ash_rail_25;spell_furnace_foundry_clamp_27;spell_furnace_redline_overdrive,0.4-2.0,2,2,no,Small-SFX,"ignition, dry embers, hot iron, pressure and quenched metal. Two short expire gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_furnace_field_march,magic,Furnace / field_march,P1,shared_or_specific_fallback_only,spell_furnace_hammer_rail_13;spell_furnace_ash_rail_25,0.4-2.0,2,2,no,Small-SFX,"ignition, dry embers, hot iron, pressure and quenched metal. Two short field march gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_furnace_haste,magic,Furnace / haste,P1,shared_or_specific_fallback_only,spell_furnace_foundry_bellows_11;spell_furnace_brass_bellows_23,0.4-2.0,2,2,no,Small-SFX,"ignition, dry embers, hot iron, pressure and quenched metal. Two short haste gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_furnace_impact,magic,Furnace / impact,P1,shared_or_specific_fallback_only,spell_cinder_burst;spell_pressure_clause;spell_furnace_rivet_clause_05;spell_furnace_coal_clause_17,0.4-2.0,2,2,no,Small-SFX,"ignition, dry embers, hot iron, pressure and quenched metal. Two short impact gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_furnace_ward,magic,Furnace / ward,P1,shared_or_specific_fallback_only,spell_stone_veil;spell_furnace_ash_mantle_09;spell_furnace_rivet_mantle_21,0.4-2.0,2,2,no,Small-SFX,"ignition, dry embers, hot iron, pressure and quenched metal. Two short ward gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_lens_cast,magic,Lens / cast,P1,shared_or_specific_fallback_only,spell_prism_bastion;spell_resonant_chorus;spell_sunlance_arc;spell_lens_mirror_prism_04;spell_lens_array_ray_06;spell_lens_glass_facet_08;spell_lens_aurora_chorus_10;spell_lens_starlens_survey_12;spell_lens_focus_array_14;spell_lens_crown_prism_16;spell_lens_halo_ray_18;spell_lens_mirror_facet_20;spell_lens_array_chorus_22;spell_lens_glass_survey_24;spell_lens_aurora_array_26;spell_lens_starlens_prism_28;spell_lens_seven_facet_refrain,0.4-2.0,2,2,no,Small-SFX,"glass facets, clean harmonics, light sweeps and focused crystalline pulses. Two short cast gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_lens_cleanse,magic,Lens / cleanse,P1,shared_or_specific_fallback_only,spell_prism_bastion;spell_lens_mirror_prism_04;spell_lens_crown_prism_16;spell_lens_starlens_prism_28;spell_lens_seven_facet_refrain,0.4-2.0,2,2,no,Small-SFX,"glass facets, clean harmonics, light sweeps and focused crystalline pulses. Two short cleanse gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_lens_empower,magic,Lens / empower,P1,shared_or_specific_fallback_only,spell_lens_focus_array_14;spell_lens_aurora_array_26,0.4-2.0,2,2,no,Small-SFX,"glass facets, clean harmonics, light sweeps and focused crystalline pulses. Two short empower gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_lens_expire,magic,Lens / expire,P1,shared_or_specific_fallback_only,spell_prism_bastion;spell_resonant_chorus;spell_sunlance_arc;spell_lens_mirror_prism_04;spell_lens_array_ray_06;spell_lens_glass_facet_08;spell_lens_aurora_chorus_10;spell_lens_starlens_survey_12;spell_lens_focus_array_14;spell_lens_crown_prism_16;spell_lens_halo_ray_18;spell_lens_mirror_facet_20;spell_lens_array_chorus_22;spell_lens_glass_survey_24;spell_lens_aurora_array_26;spell_lens_starlens_prism_28;spell_lens_seven_facet_refrain,0.4-2.0,2,2,no,Small-SFX,"glass facets, clean harmonics, light sweeps and focused crystalline pulses. Two short expire gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_lens_field_reveal,magic,Lens / field_reveal,P1,shared_or_specific_fallback_only,spell_lens_starlens_survey_12;spell_lens_glass_survey_24,0.4-2.0,2,2,no,Small-SFX,"glass facets, clean harmonics, light sweeps and focused crystalline pulses. Two short field reveal gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_lens_haste,magic,Lens / haste,P1,shared_or_specific_fallback_only,spell_resonant_chorus;spell_lens_aurora_chorus_10;spell_lens_array_chorus_22,0.4-2.0,2,2,no,Small-SFX,"glass facets, clean harmonics, light sweeps and focused crystalline pulses. Two short haste gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_lens_impact,magic,Lens / impact,P1,shared_or_specific_fallback_only,spell_sunlance_arc;spell_lens_array_ray_06;spell_lens_halo_ray_18,0.4-2.0,2,2,no,Small-SFX,"glass facets, clean harmonics, light sweeps and focused crystalline pulses. Two short impact gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_lens_ward,magic,Lens / ward,P1,shared_or_specific_fallback_only,spell_lens_glass_facet_08;spell_lens_mirror_facet_20,0.4-2.0,2,2,no,Small-SFX,"glass facets, clean harmonics, light sweeps and focused crystalline pulses. Two short ward gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_mire_bind,magic,Mire / bind,P1,shared_or_specific_fallback_only,spell_mire_leech_snare_10;spell_mire_dusk_snare_22;spell_mire_moonfen_dragnet,0.4-2.0,2,2,no,Small-SFX,"reeds, wet pressure, bubbles, breathy low tones and creeping marsh tension. Two short bind gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_mire_cast,magic,Mire / cast,P1,shared_or_specific_fallback_only,spell_coal_rain;spell_relay_drum;spell_bloodwake_drum;spell_mire_silt_rot_04;spell_mire_dusk_drum_06;spell_mire_brine_frenzy_08;spell_mire_leech_snare_10;spell_mire_flood_fenlight_12;spell_mire_sluice_poultice_14;spell_mire_lowtide_rot_16;spell_mire_bog_drum_18;spell_mire_silt_frenzy_20;spell_mire_dusk_snare_22;spell_mire_brine_fenlight_24;spell_mire_leech_poultice_26;spell_mire_flood_rot_28;spell_mire_moonfen_dragnet,0.4-2.0,2,2,no,Small-SFX,"reeds, wet pressure, bubbles, breathy low tones and creeping marsh tension. Two short cast gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_mire_empower,magic,Mire / empower,P1,shared_or_specific_fallback_only,spell_bloodwake_drum;spell_mire_brine_frenzy_08;spell_mire_silt_frenzy_20,0.4-2.0,2,2,no,Small-SFX,"reeds, wet pressure, bubbles, breathy low tones and creeping marsh tension. Two short empower gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
