domain,content_id,name,source,current_audio,proposed_brief_ids,disposition
map_objects,object_embergrain_sample_sack,Embergrain Sample Sack,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,site_pickup,Reuse family bank; choose exact gate/portal/tool/material from description and art. Unspecified-family assignment is provisional.
map_objects,object_peatwax_votive_bundle,Peatwax Votive Bundle,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,site_pickup,Reuse family bank; choose exact gate/portal/tool/material from description and art. Unspecified-family assignment is provisional.
map_objects,object_memory_salt_jar,Memory-Salt Jar,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,site_pickup,Reuse family bank; choose exact gate/portal/tool/material from description and art. Unspecified-family assignment is provisional.
map_objects,object_meadow_scrip_grass,Meadow Scrip Grass,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_floodplain_stone_specks,Floodplain Stone Specks,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_lockroad_wheel_ruts,Lockroad Wheel Ruts,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_orchard_leaf_litter,Orchard Leaf Litter,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_millrace_reed_sprigs,Millrace Reed Sprigs,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_low_fence_splinters,Low Fence Splinters,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_seed_husk_litter,Seed Husk Litter,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_pilgrim_moss_flecks,Pilgrim Moss Flecks,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_living_road_root_threads,Living Road Root Threads,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_fernshadow_tuft,Fernshadow Tuft,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_hollow_bark_chips,Hollow Bark Chips,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_green_shrine_petals,Green Shrine Petals,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_peat_cut_crumbs,Peat Cut Crumbs,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_reed_lace_wisps,Reed Lace Wisps,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_blackwater_foam_ring,Blackwater Foam Ring,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_drowned_post_splinters,Drowned Post Splinters,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_mudglass_dew_scatter,Mudglass Dew Scatter,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_causeway_straw_lines,Causeway Straw Lines,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_wind_shale_chips,Wind Shale Chips,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_cairn_lichen_flecks,Cairn Lichen Flecks,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_switchback_dust_tufts,Switchback Dust Tufts,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_stormgrass_knees,Stormgrass Knees,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_slate_ribbon_trail,Slate Ribbon Trail,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_ropepost_fiber_scraps,Ropepost Fiber Scraps,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_mirror_shell_pinches,Mirror Shell Pinches,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_tidewrack_ribbon,Tidewrack Ribbon,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_saltgrass_needle_line,Saltgrass Needle Line,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_bell_buoy_flake_drift,Bell Buoy Flake Drift,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_quay_sand_seams,Quay Sand Seams,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_foamglass_pebbles,Foamglass Pebbles,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_redstone_chip_scatter,Redstone Chip Scatter,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_dry_gully_dust_line,Dry Gully Dust Line,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_survey_stake_shavings,Survey Stake Shavings,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_thornseed_burrs,Thornseed Burrs,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_cracked_clay_lacing,Cracked Clay Lacing,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_sunbleached_axle_flakes,Sunbleached Axle Flakes,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_cinder_pin_scatter,Cinder Pin Scatter,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_emberglass_flecks,Emberglass Flecks,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_ash_pennant_threads,Ash Pennant Threads,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_cooled_rope_lava_veins,Cooled Rope-Lava Veins,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_furnace_soot_tufts,Furnace Soot Tufts,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_charbeam_char_flecks,Charbeam Char Flecks,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_glowcap_pinpricks,Glowcap Pinpricks,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_brass_rivet_scatter,Brass Rivet Scatter,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_railbed_dust_threads,Railbed Dust Threads,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_pumpstone_moss,Pumpstone Moss,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_quarry_chalk_rub,Quarry Chalk Rub,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_soot_banner_tatters,Soot Banner Tatters,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_rime_needle_scrub,Rime Needle Scrub,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_blue_ice_scale_chips,Blue Ice Scale Chips,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_snowpack_stone_crowns,Snowpack Stone Crowns,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_windbreak_bark_shavings,Windbreak Bark Shavings,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_sled_runner_scrape,Sled Runner Scrape,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_whitewood_needle_fall,Whitewood Needle Fall,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_roadside_lantern_gravel,Roadside Lantern Gravel,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_shore_reed_shell_mix,Shore Reed-Shell Mix,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_forest_ridge_moss_line,Forest-Ridge Moss Line,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_ash_badland_clinker_dust,Ash-Badland Clinker Dust,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_underway_ash_soot_trail,Underway Ash-Soot Trail,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_frost_coast_salt_rime,Frost-Coast Salt Rime,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_basin_river_stone_bar,Basin River Stone Bar,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_lockroad_shoulder_rail,Lockroad Shoulder Rail,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_millstone_ruin_block,Millstone Ruin Block,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_reed_fence_knot,Reed Fence Knot,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_waterlogged_arch_rubble,Waterlogged Arch Rubble,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_orchard_root_wall,Orchard Root Wall,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_floodplain_cut_bank,Floodplain Cut Bank,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_grafted_trunk_pair,Grafted Trunk Pair,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_elder_root_wall,Elder Root Wall,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_thorn_screen_bend,Thorn Screen Bend,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_hollow_stump_mass,Hollow Stump Mass,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_fallen_bough_gate,Fallen Bough Gate,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_greenway_root_lip,Greenway Root Lip,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_seed_husk_root_knot,Seed-Husk Root Knot,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_reed_island_choke,Reed Island Choke,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_blackwater_pool_rim,Blackwater Pool Rim,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_drum_island_stone_ring,Drum-Island Stone Ring,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_sunken_cart_ribs,Sunken Cart Ribs,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_peat_cut_wall,Peat Cut Wall,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_rotted_causeway_rib_edge,Rotted Causeway Rib Edge,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_bog_cypress_knee_wall,Bog Cypress Knee Wall,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_scree_boulder_fan,Scree Boulder Fan,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_cliff_lip_slate_line,Cliff-Lip Slate Line,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_ridge_tooth_column,Ridge Tooth Column,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_talus_pocket_mass,Talus Pocket Mass,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_switchback_rockfall,Switchback Rockfall,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_storm_cairn_wall,Storm Cairn Wall,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_slate_shelf_drop,Slate Shelf Drop,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_reef_shelf_shoulder,Reef Shelf Shoulder,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_wreck_rib_cage,Wreck Rib Cage,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_drowned_quay_corner,Drowned Quay Corner,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_tidepool_stone_barrier,Tidepool Stone Barrier,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_mirror_shoal_reef_line,Mirror Shoal Reef Line,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_black_sail_keel_spill,Black-Sail Keel Spill,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_obituary_vault_rubble,Obituary-Vault Rubble,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_redstone_fin_wall,Redstone Fin Wall,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_dry_gully_edge,Dry Gully Edge,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_thornbrush_choke,Thornbrush Choke,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_cracked_road_slab_shoulder,Cracked Road-Slab Shoulder,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_shardfall_rubble_wedge,Shardfall Rubble Wedge,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_sunken_axle_block,Sunken Axle Block,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_escarpment_tooth_line,Escarpment Tooth Line,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_slag_berm_crown,Slag Berm Crown,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_cooling_lava_rope_wall,Cooling Lava Rope Wall,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_furnace_scree_pile,Furnace Scree Pile,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_smoke_black_ruin_wall,Smoke-Black Ruin Wall,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_ember_crack_lip,Ember Crack Lip,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_heatglass_shard_block,Heatglass Shard Block,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_charred_beam_barrier,Charred Beam Barrier,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_quarry_chunk_spill,Quarry Chunk Spill,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_rail_embankment_lip,Rail Embankment Lip,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_brass_pipe_tangle,Brass Pipe Tangle,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_support_strut_collapse,Support Strut Collapse,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_mine_spoil_wall,Mine Spoil Wall,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_undergate_stone_plug,Undergate Stone Plug,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_pressure_rail_sleeper_edge,Pressure-Rail Sleeper Edge,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_blue_ice_block,Blue Ice Block,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_rime_fence_shoulder,Rime Fence Shoulder,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_sled_wreck_ribs,Sled Wreck Ribs,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_frozen_pool_shelf,Frozen Pool Shelf,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_whitewood_trunk_wall,Whitewood Trunk Wall,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_icefall_tooth_block,Icefall Tooth Block,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_snow_buried_stone_bar,Snow-Buried Stone Bar,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_forest_ridge_root_ledge,Forest-Ridge Root Ledge,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_mire_coast_reed_reef_edge,Mire-Coast Reed Reef Edge,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_ash_badland_slag_ridge,Ash-Badland Slag Ridge,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_underway_ash_rail_slag_bank,Underway-Ash Rail Slag Bank,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_grass_mire_cutwater_lip,Grass-Mire Cutwater Lip,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_highland_badland_ravine_lip,Highland-Badland Ravine Lip,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_coast_frost_ice_reef_shelf,Coast-Frost Ice Reef Shelf,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_grass_ridge_scree_apron,Grass-Ridge Scree Apron,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_grass_lockwall_flood_shelf,Lockwall Flood Shelf,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_grass_old_weir_shadow,Old Weir Shadow,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
map_objects,object_grass_millstone_breach_field,Millstone Breach Field,content/map_objects.json,Generic visit/capture/collect/guard/blocked/route gestures; no unique proximity bed,,"Silent by default; optional visible local ambience only, no sound per decorative placement."
